,id,LOCATION,TIME,GENDER,Population (% of total),EDU_TERTIARY_PC_WKGPOP,CPI_AGRWTH,GDP_USD_CAP,GOV_SPEND_EDU,%_Sanitation_Access,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM],Population ages 00-04 (as % of specified gender population),Population ages 05-09 (as % of specified gender population),Population ages 10-14 (as % of specified gender population),Population ages 15-19 (as % of specified gender population),Population ages 20-24 (as % of specified gender population),Population ages 25-29 (as % of specified gender population),Population ages 30-34 (as % of specified gender population),Population ages 35-39 (as % of specified gender population),Population ages 40-44 (as % of specified gender population),Population ages 45-49 (as % of specified gender population),Population ages 50-54 (as % of specified gender population),Population ages 55-59 (as % of specified gender population),Population ages 60-64 (as % of specified gender population),Population ages 65-69 (as % of specified gender population),Population ages 70-74 (as % of specified gender population),Population ages 75-79 (as % of specified gender population),Population ages 80 and older (as % of specified gender population),TER_Enrolment_rate,"GNI per capita, Atlas method (current US$)",Quality_of_life_measure,HDI,LIFE_SAT,LIFE_SAT_NORM,LIFE_EXP,Numbeo_QoL,Numbeo_QoL_norm
492,581,IRL,2006,MEN,49.94959764,28.674447999999998,3.9316400000000002,44250.12024,4.545360088,89.8,100.0,100.0,100.0,100,2.941423678,2475.0,9.13,16449.64555,3.203651771,27116.0,513465.4676,7.623530134,6.697507718,6.411164188,7.042515617,8.297681897,8.785698734,8.679442256,7.40841194,7.218601769,6.348359352,6.0180989579999995,5.572649843,4.332696291,3.399649037,2.6073311390000002,1.733925219,1.8227359090000002,49.01131821,48110,0.564211224,0.902,,,79.0,,
493,582,IRL,2006,WOMEN,50.05040236,33.539158,3.9316400000000002,44250.12024,4.545360088,89.8,100.0,100.0,100.0,100,2.941423678,2475.0,9.13,16449.64555,3.203651771,27116.0,513465.4676,7.1679881739999995,6.355723276,6.068702892999999,6.727011209,8.116520433,8.672593407,8.527411792999999,7.263769967999999,7.101502702,6.330419796,5.970924677,5.505712086,4.300012907,3.500562248,2.755804247,2.214077649,3.421262537,62.47426987,48110,0.5296037570000001,0.902,,,79.0,,
494,583,IRL,2007,MEN,49.93323212,29.777639,4.8971160000000005,46738.38745,4.717080116,89.9,100.0,100.0,100.0,100,2.861884438,2794.0,10.03,18104.712,3.556367668,27847.0,509078.7479,7.774145075,6.750603342000001,6.3090933929999995,6.770092437000001,7.997768772000001,8.733345476,8.730158007,7.634351805,7.117890806,6.479213151000001,5.9271435729999995,5.594827194,4.488411275,3.4273940169999997,2.642593689,1.776285233,1.8466827559999999,51.09643173,50590,0.566635777,0.9079999999999999,,,79.4,,
495,584,IRL,2007,WOMEN,50.06676788,35.029663,4.8971160000000005,46738.38745,4.717080116,89.9,100.0,100.0,100.0,100,2.861884438,2794.0,10.03,18104.712,3.556367668,27847.0,509078.7479,7.302451029,6.3944471620000005,5.972189486,6.487908797999999,7.878570718,8.671677627000001,8.592294274,7.476068054,6.987279136000001,6.436500357000001,5.893668996000001,5.532492905,4.456049189,3.5179813739999997,2.800988023,2.182815139,3.4166177330000003,64.77458191,50590,0.540318671,0.9079999999999999,,,79.4,,
496,585,IRL,2008,MEN,49.90358788,30.996067,4.0603050000000005,44216.75062,5.437459946000001,90.0,100.0,100.0,100.0,100,2.87863719,3588.0,12.0,21276.189130000002,4.15337105,29908.0,512263.1443,7.9312213279999995,6.830555484,6.240409344,6.5200838039999995,7.656233402000001,8.644199277,8.726548364,7.909261572,6.996815835,6.634122784,5.841161332,5.587017321,4.652701095,3.464821095,2.679804433,1.82913167,1.8559118609999998,50.08150864,51070,0.563683925,0.909,,,79.7,,
497,586,IRL,2008,WOMEN,50.09641212,36.824852,4.0603050000000005,44216.75062,5.437459946000001,90.0,100.0,100.0,100.0,100,2.87863719,3588.0,12.0,21276.189130000002,4.15337105,29908.0,512263.1443,7.4490055879999995,6.453015603,5.909113746,6.24786861,7.584258547,8.656189379,8.616484944,7.737740867,6.857262777000001,6.56159145,5.818811721,5.5282535070000005,4.622521085,3.5385410910000004,2.8585415000000003,2.170360928,3.390438656,60.66218185,51070,0.54551069,0.909,,,79.7,,
498,587,IRL,2009,MEN,49.86550113,32.987625,-4.478103,41578.78239,6.138710022000001,90.0,100.0,100.0,100.0,100,2.946759296,4108.0,14.69,24565.38451,5.246757443,27958.0,468201.2611,8.04617431,6.933653512999999,6.2053479320000005,6.3001286279999995,7.3094837770000005,8.499444662,8.700551826,8.161675937,6.93958005,6.753398979,5.797997269,5.561725983,4.795358863,3.530152905,2.72172932,1.8841559509999999,1.859440096,52.83467102,46910,0.529696363,0.907,,,79.9,,
499,588,IRL,2009,WOMEN,50.13449887,38.652878,-4.478103,41578.78239,6.138710022000001,90.0,100.0,100.0,100.0,100,2.946759296,4108.0,14.69,24565.38451,5.246757443,27958.0,468201.2611,7.555700911000001,6.532112351,5.877709069,6.019270118,7.267863022,8.597628656,8.633302739,7.982916612,6.791611831,6.652932654,5.779245107,5.50721385,4.767402359,3.5874067430000003,2.915886887,2.178127639,3.353669453,62.91154861,46910,0.541326883,0.907,,,79.9,,
500,589,IRL,2010,MEN,49.82277658,34.375969,-0.9220958,43302.31538,6.064509869,90.1,100.0,100.0,100.0,100,2.95338088,3729.0,13.08,24369.15531,5.2438803169999995,28508.0,464716.085,8.074216229,7.052901532999999,6.206143852,6.116869912,6.983408408,8.293063181,8.669549344,8.349455854,6.993645847000001,6.80776692,5.818292395,5.529561907000001,4.9008269769999995,3.6320785819999997,2.770225015,1.938172808,1.8638212369999998,59.61418915,44760,0.524466373,0.909,,,80.2,,
501,590,IRL,2010,WOMEN,50.17722342,40.753574,-0.9220958,43302.31538,6.064509869,90.1,100.0,100.0,100.0,100,2.95338088,3729.0,13.08,24369.15531,5.2438803169999995,28508.0,464716.085,7.578142229,6.630115297000001,5.874751902000001,5.817939202000001,6.954925433,8.474008297000001,8.662235362,8.175170912,6.834882222,6.684731296,5.792655612999999,5.480078082,4.873401147,3.677017863,2.9673544489999997,2.20669313,3.315897563,66.54444885,44760,0.5389112460000001,0.909,,,80.2,,
502,591,IRL,2011,MEN,49.77462034,34.86573,2.557189,45176.26995,5.78467989,90.2,100.0,100.0,100.0,100,2.628518875,5425.0,19.75,28190.14852,6.663225388,27474.0,423070.6134,8.154284335,7.222442455,6.270736563,5.936323132999999,6.586018494,7.926817708,8.526185162,8.416782289,7.115107852,6.815165591,5.918742836,5.519825231,5.0074974789999995,3.78764898,2.835770732,1.999931058,1.960720103,63.00645065,43150,0.529236306,0.895,,,80.3,,
503,592,IRL,2011,WOMEN,50.22537966,41.405052000000005,2.557189,45176.26995,5.78467989,90.2,100.0,100.0,100.0,100,2.628518875,5425.0,19.75,28190.14852,6.663225388,27474.0,423070.6134,7.650663145,6.777188628999999,5.92946357,5.634946155,6.530156115,8.125939183,8.587379692,8.276592719,6.958801297000001,6.686873371,5.888341304,5.48489045,4.987665455,3.829751255,3.0302370360000004,2.2589917059999998,3.36211892,68.60391235,43150,0.542636048,0.895,,,80.3,,
504,593,IRL,2012,MEN,49.721030799999994,36.214603000000004,1.696209,46468.78812,5.736760138999999,90.3,100.0,100.0,100.0,100,2.624374527,5251.0,19.17,27382.162269999997,6.584836039,27388.0,415836.6604,8.139399409,7.398730958,6.383127824,5.829733101,6.230892684,7.509521682000001,8.361754715,8.410765746000001,7.322290947999999,6.750495592,6.08299975,5.492029904,5.088032838999999,3.9776750460000003,2.90355962,2.065771943,2.0532182409999997,65.59815216,41720,0.530672196,0.902,,,80.5,125.14,0.6456264946735271
505,594,IRL,2012,WOMEN,50.278969200000006,43.099594,1.696209,46468.78812,5.736760138999999,90.3,100.0,100.0,100.0,100,2.624374527,5251.0,19.17,27382.162269999997,6.584836039,27388.0,415836.6604,7.6288163639999995,6.9338227670000006,6.02081197,5.532951718,6.142830176,7.708149456,8.498546835,8.315009345,7.167825627,6.622995202999999,6.039348532999999,5.473728247,5.074129248999999,4.021116377,3.087230688,2.334331587,3.398355858,69.72743988,41720,0.5437166370000001,0.902,,,80.5,125.14,0.6456264946735271
506,595,IRL,2013,MEN,49.6683767,37.618668,0.5087149000000001,48296.791580000005,5.324570179,90.4,100.0,100.0,100.0,100,2.566207997,5622.0,21.79,30808.420510000004,7.360941041,25797.0,418539.156,8.042802751,7.569906659,6.530842527000001,5.79627755,5.927692522999999,7.063124769,8.164069186,8.344205744,7.569992664,6.660021381,6.272355811000001,5.467654114,5.146470072,4.181885891,2.983670314,2.137944439,2.141083606,71.17562103,44240,0.547025781,0.91,6.7,0.65625,80.7,149.64,0.7344010435538806
507,596,IRL,2013,WOMEN,50.3316233,45.214443,0.5087149000000001,48296.791580000005,5.324570179,90.4,100.0,100.0,100.0,100,2.566207997,5622.0,21.79,30808.420510000004,7.360941041,25797.0,418539.156,7.527442053,7.0892943,6.13992466,5.503942057000001,5.805234942999999,7.2471547979999995,8.375602745,8.302231562000001,7.42037699,6.537164477,6.211089191,5.4645193679999995,5.137086141,4.229515585,3.151947943,2.424177099,3.4332960889999997,75.23703003,44240,0.549146261,0.91,7.2,0.8125,80.7,149.64,0.7344010435538806
508,597,IRL,2014,MEN,49.62504911,37.234863,0.1825423,51468.35597,,90.5,100.0,100.0,100.0,100,2.393193433,6385.0,24.52,35202.73025,8.471724021,26035.0,415532.0707,7.9068129460000005,7.717485623,6.701576623999999,5.825717384,5.682485653,6.6214253339999996,7.911456904,8.240876986,7.784350031000001,6.616480377999999,6.4254330710000005,5.477893466,5.1876460369999995,4.370094281,3.0910706130000003,2.216157365,2.223037304,75.06623077,46860,0.5602375470000001,0.92,,,,142.35,0.7079860859482572
509,598,IRL,2014,WOMEN,50.37495089,44.563564,0.1825423,51468.35597,,90.5,100.0,100.0,100.0,100,2.393193433,6385.0,24.52,35202.73025,8.471724021,26035.0,415532.0707,7.388472707000001,7.224880281,6.280390301000001,5.528890243999999,5.528297211,6.783409475,8.185551595,8.260400848,7.64809414,6.498457055,6.347953717999999,5.483565569,5.183279006999999,4.422205702,3.2447807789999996,2.516451374,3.4749199930000003,80.30928802,46860,0.558735411,0.92,,,,142.35,0.7079860859482572
510,599,IRL,2015,MEN,49.597243299999995,38.907608,-0.28987909999999995,69458.88547000001,,90.5,,,,,,,,,,,,7.771572855,7.820390507000001,6.886120172,5.905005482000001,5.500951472000001,6.211338392999999,7.5935042489999995,8.113982782999999,7.917811322,6.661078517999999,6.506088908,5.539430764,5.21533818,4.524512639,3.232303387,2.299920553,2.300649815,80.1350708,51630,0.565750724,0.9229999999999999,,,,148.85,0.7315385172838611
511,600,IRL,2015,WOMEN,50.402756700000005,46.547295,-0.28987909999999995,69458.88547000001,,90.5,,,,,,,,,,,,7.24829716,7.3186226670000005,6.437358799999999,5.591088837999999,5.320466495,6.348122233,7.9111973739999994,8.201659446,7.807397602000001,6.546772794,6.417983406,5.545288612999999,5.217342118,4.579347096,3.376130865,2.604660901,3.528263593,87.61868286,51630,0.55818041,0.9229999999999999,,,,148.85,0.7315385172838611
512,601,ISL,2003,MEN,50.06823983,25.557198,2.055662,32327.54622,7.326409817,98.8,100.0,100.0,100.0,100,12.82733862,8494.0,99.93,47167.34224,61.88160776,8500.0,76221.90817000001,7.087963156,7.951503045,7.945954194,7.489561225,7.591521356,7.28217293,7.238475731,7.253041464,7.504126958,7.096286432,6.278524561,5.080666417,3.6261739289999997,3.119147697,2.921469891,2.225089128,2.308321889,44.704578399999995,33740,0.6457628670000001,0.873,,,,,
513,602,ISL,2003,WOMEN,49.93176017,30.194607,2.055662,32327.54622,7.326409817,98.8,100.0,100.0,100.0,100,12.82733862,8494.0,99.93,47167.34224,61.88160776,8500.0,76221.90817000001,6.877125629,7.645655546,7.638700524,7.17966908,7.38623323,7.15741301,7.005098031,7.259651832,7.4877765489999994,6.884776153,5.945152697999999,4.915113958,3.754320807,3.2897253460000004,3.257732246,2.6999394910000003,3.615915872,80.02449036,33740,0.6499517539999999,0.873,,,,,
514,603,ISL,2004,MEN,50.10030848,26.168198,3.158195,35218.98763,7.223869801,98.8,100.0,100.0,100.0,100,11.7267653,8619.0,99.95,48426.73093,61.8074351,8623.0,78350.97971,7.11998519,7.628751466000001,8.071007865,7.364768964,7.5841829910000005,7.185809398,7.228320866000001,7.13712691,7.442249542000001,7.159753982000001,6.356150107,5.327646853,3.7814636289999997,3.063568358,2.925748922,2.244194099,2.37927086,47.89831161,42050,0.642808257,0.879,,,,,
515,604,ISL,2004,WOMEN,49.89969152,29.742110999999998,3.158195,35218.98763,7.223869801,98.8,100.0,100.0,100.0,100,11.7267653,8619.0,99.95,48426.73093,61.8074351,8623.0,78350.97971,6.911103615,7.331731597,7.754424855,7.088717394,7.328289469,7.134841903,6.948278592,7.108681734,7.454271336000001,6.991649399,6.0581444179999995,5.091595013,3.914387405,3.2080628389999997,3.2583179010000003,2.711708053,3.705794477,89.48708344,42050,0.65781724,0.879,,,,,
516,605,ISL,2005,MEN,50.14170644,26.831276000000003,3.987048,37068.71308,7.418310165,98.8,100.0,100.0,100.0,100,11.244369099999998,8681.0,99.94,49023.50581,62.46559423,8686.0,78480.81237999999,7.166037889,7.345205739,8.082836396,7.333711952000001,7.530458534,7.120738847999999,7.184968832000001,7.055156654,7.364136681000001,7.1944343029999995,6.4432815439999995,5.535948508,3.965356375,3.06207997,2.905223588,2.270360905,2.440063283,48.59412003,50750,0.657270138,0.884,,,81.0,,
517,606,ISL,2005,WOMEN,49.85829356,32.168613,3.987048,37068.71308,7.418310165,98.8,100.0,100.0,100.0,100,11.244369099999998,8681.0,99.94,49023.50581,62.46559423,8686.0,78480.81237999999,6.942272387,7.059903447000001,7.762290066,7.080301897000001,7.246209287999999,7.113619365,6.891956211,6.984429183,7.386958591,7.0714625689999995,6.180730264,5.252600802,4.079689944,3.1930373289999996,3.2249949,2.737471952,3.7920718030000002,92.88678741,50750,0.670662595,0.884,,,81.0,,
518,607,ISL,2006,MEN,50.19717614,26.779726,6.687074000000001,38639.85924,7.349410057,98.8,100.0,100.0,100.0,100,13.36544959,9926.0,99.96,53620.758160000005,64.01545346,9930.0,83762.20937000001,7.255229068999999,7.104355397000001,7.9484503879999995,7.410090591,7.570933888,7.216679849,7.152209601,6.978738111,7.235289817000001,7.1867709710000005,6.484244668,5.644137528,4.1380593789999995,3.061339785,2.824727331,2.2737393409999997,2.515004287,50.86206818,53650,0.661291757,0.887,,,81.2,,
519,608,ISL,2006,WOMEN,49.80282386,34.301445,6.687074000000001,38639.85924,7.349410057,98.8,100.0,100.0,100.0,100,13.36544959,9926.0,99.96,53620.758160000005,64.01545346,9930.0,83762.20937000001,7.045386032000001,6.861832188999999,7.638251549,7.190755317000001,7.271813767,7.135823145,6.868531234,6.863171997999999,7.263774912000001,7.102997823,6.274325909,5.359236309,4.216379166,3.2041534080000003,3.119075532,2.72182214,3.86266957,95.29911041,53650,0.665202231,0.887,,,81.2,,
520,609,ISL,2007,MEN,50.26098068,28.104771000000003,5.051564,40754.11513,7.0819501879999995,98.8,100.0,100.0,100.0,100,14.49758539,11974.0,99.97,61249.98647999999,66.75126763,11977.0,91758.53682000001,7.362087174,6.921391971,7.707602644,7.535496825,7.51854701,7.373821662,7.116314849,6.948120526,7.079155638,7.159341304,6.54197687,5.704264834,4.34567193,3.099208574,2.727616465,2.287573178,2.571808545,50.36846161,61940,0.66870086,0.892,,,81.3,,
521,610,ISL,2007,WOMEN,49.73901932,33.744808,5.051564,40754.11513,7.0819501879999995,98.8,100.0,100.0,100.0,100,14.49758539,11974.0,99.97,61249.98647999999,66.75126763,11977.0,91758.53682000001,7.124458996,6.7272284110000005,7.420899731,7.329332481000001,7.258186705,7.199557315,6.858979849,6.7720239,7.107990066,7.113918881,6.376110829,5.450556979,4.361631346,3.2713881989999996,2.991416394,2.719349675,3.916970244,93.99777985,61940,0.6716223179999999,0.892,,,81.3,,
522,611,ISL,2008,MEN,50.32215106,28.676628000000004,12.6944,42412.17046,7.2627501489999995,98.8,100.0,100.0,100.0,100,16.14138554,16465.0,99.99,77859.13072999999,73.46157099999999,16467.0,105986.2043,7.460959722999999,6.807678294,7.398316297999999,7.661035151,7.407265359,7.557481734,7.0959658910000005,6.9521417020000005,6.917623897,7.108111045,6.612716615,5.7337910139999995,4.564660159,3.1730812260000003,2.633580711,2.299269373,2.616321808,51.60079956,50100,0.670276137,0.894,,,81.5,,
523,612,ISL,2008,WOMEN,49.67784894,34.753009999999996,12.6944,42412.17046,7.2627501489999995,98.8,100.0,100.0,100.0,100,16.14138554,16465.0,99.99,77859.13072999999,73.46157099999999,16467.0,105986.2043,7.176990119,6.658335384,7.151737267000001,7.4450588589999995,7.219078206,7.2980743079999995,6.859710692999999,6.708841088,6.939354304,7.101231562000001,6.478327873,5.530374649,4.507957886,3.378702133,2.8704075419999997,2.71759541,3.958222717,97.59562683,50100,0.670466335,0.894,,,81.5,,
524,613,ISL,2009,MEN,50.36446239,29.253628000000003,12.00312,40924.34387,7.354400158,98.8,100.0,100.0,100.0,100,17.57097804,16832.0,99.99,79405.01682,74.12366439,16834.0,107125.0558,7.5179185010000005,6.749668641,7.093276714,7.710766177000001,7.300572261,7.712022514,7.123428794,6.96764305,6.781705226000001,7.03485706,6.6786856210000005,5.7647007089999995,4.762772232,3.2815513239999996,2.5723492869999998,2.295327056,2.652754832,52.03615952,41960,0.635261251,0.894,,,81.6,,
525,614,ISL,2009,WOMEN,49.63553761,36.736088,12.00312,40924.34387,7.354400158,98.8,100.0,100.0,100.0,100,17.57097804,16832.0,99.99,79405.01682,74.12366439,16834.0,107125.0558,7.205094047,6.639088782999999,6.892771322000001,7.47471142,7.189159214,7.403323369,6.8768364889999996,6.6652219079999995,6.781864885,7.056581405,6.565788551,5.6154351170000005,4.648509456,3.50375106,2.789870545,2.696811121,3.9951813069999997,97.54238129,41960,0.663506756,0.894,,,81.6,,
526,615,ISL,2010,MEN,50.37803348,27.518684000000004,5.396732,38378.874789999994,7.205570221,98.8,100.0,100.0,100.0,100,18.31942797,17057.0,99.99,79385.98698,75.41948741,17059.0,105259.2502,7.502695468,6.723178545,6.844629512999999,7.6464537560000005,7.251118464,7.793310282,7.213319949,6.9846699139999995,6.691576508,6.942533864,6.725037489,5.8215910079999995,4.92000347,3.422934404,2.557906086,2.272868102,2.686173179,56.22975922,36520,0.637914938,0.894,,,81.7,,
527,616,ISL,2010,WOMEN,49.62196652,37.840931,5.396732,38378.874789999994,7.205570221,98.8,100.0,100.0,100.0,100,18.31942797,17057.0,99.99,79385.98698,75.41948741,17059.0,105259.2502,7.1930045289999995,6.635631605,6.690362355,7.39745848,7.190488172999999,7.484901862,6.925012582000001,6.636889784,6.6532461,6.979743332000001,6.631227982,5.713387016,4.777931555,3.6329894310000004,2.769879215,2.652868646,4.034977353,101.3181229,36520,0.667372837,0.894,,,81.7,,
528,617,ISL,2011,MEN,50.35959211,28.105434000000002,4.001026,39467.5781,7.049630165,98.8,100.0,100.0,100.0,100,19.21794717,17209.0,99.99,80626.20958,76.48086481,17211.0,105420.1071,7.594213932000001,6.752458956,6.699043432000001,7.598511733,7.254073701,7.634122082,7.1969743479999995,6.917003328,6.605719758999999,6.792367106,6.729128038,5.920527524,5.07140489,3.623660007,2.591573855,2.2317865340000003,2.787430775,60.11824036,37750,0.650899763,0.9009999999999999,,,81.8,,
529,618,ISL,2011,WOMEN,49.64040789,39.501953,4.001026,39467.5781,7.049630165,98.8,100.0,100.0,100.0,100,19.21794717,17209.0,99.99,80626.20958,76.48086481,17211.0,105420.1071,7.225253507000001,6.642873159,6.559409024,7.315569176,7.154246705,7.367889977000001,6.955552234,6.6030096920000005,6.551311757000001,6.880185365,6.692702494,5.832523607000001,4.908189451,3.7907666239999998,2.8066372669999997,2.599222662,4.114657299,102.4908218,37750,0.6715093940000001,0.9009999999999999,,,81.8,,
530,619,ISL,2012,MEN,50.3151822,28.847036,5.1859,40488.957839999995,7.859789847999999,98.8,100.0,100.0,100.0,100,18.53985335,17546.0,99.98,84122.04544,77.35882071,17549.0,108742.6678,7.504777487999999,6.844171465,6.593849404,7.4528814510000005,7.393658915,7.430291412000001,7.229423221,6.831350091,6.569427739,6.6304819,6.7031363520000005,6.040088162000001,5.181056115,3.869002192,2.663182509,2.185128427,2.8780931560000003,60.65990067,40750,0.668708972,0.907,,,82.0,,
531,620,ISL,2012,WOMEN,49.6848178,41.269172999999995,5.1859,40488.957839999995,7.859789847999999,98.8,100.0,100.0,100.0,100,18.53985335,17546.0,99.98,84122.04544,77.35882071,17549.0,108742.6678,7.162863167,6.6793621739999995,6.468526064,7.157916865,7.214799335,7.2042884439999995,6.998398635,6.579199565,6.47780038,6.754793276,6.733153206,5.968331302999999,5.022969389,3.958896233,2.89667794,2.527560175,4.194463852,104.57614140000001,40750,0.681870766,0.907,,,82.0,,
532,621,ISL,2013,MEN,50.25639928,29.771448,3.872275,42626.335869999995,7.805850029,98.8,100.0,100.0,100.0,100,18.57423211,18111.0,99.97,86524.76258,76.35550981,18116.0,113318.2959,7.297098319,6.983748395,6.529238894,7.222259405,7.60923135,7.229560762999999,7.2764111389999995,6.741586707000001,6.557227431,6.475695606,6.643018381,6.1617372360000005,5.264278717,4.13317676,2.770256704,2.149641321,2.955832872,60.24539185,47080,0.662642125,0.915,7.5,0.90625,82.1,,
533,622,ISL,2013,WOMEN,49.74360072,42.471531,3.872275,42626.335869999995,7.805850029,98.8,100.0,100.0,100.0,100,18.57423211,18111.0,99.97,86524.76258,76.35550981,18116.0,113318.2959,7.0323833879999995,6.737318351,6.416435122999999,6.936487251,7.332366176,7.037301137999999,7.0305392310000006,6.567041235,6.426270624,6.616218742,6.746539133,6.110919865,5.130443335,4.129066365,3.0268755069999997,2.4551869969999998,4.268607539,103.1163177,47080,0.678298312,0.915,7.7,0.96875,82.1,,
534,623,ISL,2014,MEN,50.20368025,30.90213,2.044619,44222.14912,,98.8,100.0,100.0,100.0,100,18.17922927,18119.0,99.98,87186.72003,76.42294532,18122.0,114084.4803,7.078358005,7.129905335,6.5022407929999995,6.970411832999999,7.791530471000001,7.10443489,7.288792397999999,6.667192247000001,6.536201386,6.344566607999999,6.5501494870000005,6.25542005,5.345154854,4.37545862,2.9103015819999998,2.144368909,3.005512532,,48160,0.680357801,0.919,,,,,
535,624,ISL,2014,WOMEN,49.79631975,43.302914,2.044619,44222.14912,,98.8,100.0,100.0,100.0,100,18.17922927,18119.0,99.98,87186.72003,76.42294532,18122.0,114084.4803,6.881308885,6.792655861,6.3915773510000005,6.705225637000001,7.427289235,6.922272697,7.018873922999999,6.566437799,6.38546335,6.486955777,6.724790443,6.23933871,5.242756437,4.292640576,3.17683527,2.417476262,4.328101786,,48160,0.693171578,0.919,,,,,
536,625,ISL,2015,MEN,50.17154347,31.442921000000002,1.633058,47057.29458,,98.8,,,,,,,,,,,,6.92458581,7.22394906,6.515375562000001,6.749554878,7.855871081,7.099013188,7.241452152999999,6.622204786,6.48700848,6.244379395,6.431481426,6.299906449,5.438633552000001,4.573739325,3.0859764010000004,2.1770226630000002,3.0298457919999997,,50260,0.6878951959999999,0.9209999999999999,,,,,
537,626,ISL,2015,WOMEN,49.82845653,46.322239,1.633058,47057.29458,,98.8,,,,,,,,,,,,6.756526812000001,6.817297875,6.385823326000001,6.511011717000001,7.439593563,6.890223151,6.960717585,6.571175069,6.347537557000001,6.377315378,6.669016481,6.340245029,5.367300306000001,4.439933881,3.330861977,2.429627109,4.365793184,,50260,0.700827407,0.9209999999999999,,,,,
538,627,ISL,2016,MEN,50.16452513,32.872040000000005,1.6969299999999998,50109.9803,,,,,,,,,,,,,,6.6637487029999996,7.245942332,6.58220562,6.5666165020000005,7.726806689,7.182386694,7.20876828,6.685333637,6.4694843,6.209865514,6.337576372000001,6.311794367999999,5.534137172,4.70131848,3.262322899,2.208858217,3.102834222,,56790,0.698188727,,,,,,
539,628,ISL,2016,WOMEN,49.83547487,48.270401,1.6969299999999998,50109.9803,,,,,,,,,,,,,,6.599110381,6.82604156,6.41563411,6.371575663,7.319737581,6.949767335,6.9262292610000005,6.609370567999999,6.328120756000001,6.290097713,6.583418332000001,6.4005456,5.5000633720000005,4.5627651810000005,3.466735873,2.460030539,4.390756176,,56790,0.706265155,,,,,,
540,629,ISR,1995,MEN,49.39048123,,,,,100.0,,100.0,100.0,100,5.141175532,25.0,0.08,19664.724140000002,5.436275416,30425.0,361731.5651,10.29355271,9.917634269,9.877738249,9.653773913,8.69129667,7.266731654,6.779742084,6.426409874,6.628395337000001,5.6842528020000005,3.773305577,3.346938218,3.196806193,2.7203315580000003,2.411412615,1.566497668,1.765180606,,14210,0.494836149,0.8170000000000001,,,,,
541,630,ISR,1995,WOMEN,50.60951877,,,,,100.0,,100.0,100.0,100,5.141175532,25.0,0.08,19664.724140000002,5.436275416,30425.0,361731.5651,9.531675563,9.231531232,9.177185178,8.926237549,8.212589021,7.089918825,6.721425162999999,6.560757926,6.752765833,5.729748592999999,3.862830114,3.590618248,3.6119195310000003,3.451252293,3.008222665,2.079560845,2.46176142,,14210,0.459124595,0.8170000000000001,,,,,
542,631,ISR,1996,MEN,49.33617878,,,,,100.0,,100.0,100.0,100,4.980171272,24.0,0.07,20622.440740000002,5.446613277999999,32531.0,378628.6944,10.30858995,9.788351776,9.741557671,9.613843373,8.790643838,7.332935442,6.703560267,6.314655825,6.52938426,5.885198954,4.006786807,3.317727912,3.170476059,2.714722895,2.390783593,1.598755506,1.7920258709999999,,16600,0.498809669,0.823,,,,,
543,632,ISR,1996,WOMEN,50.66382122,,,,,100.0,,100.0,100.0,100,4.980171272,24.0,0.07,20622.440740000002,5.446613277999999,32531.0,378628.6944,9.520987114,9.099870957,9.03754332,8.856206941,8.260515856,7.158938711,6.673840519,6.460531105,6.695995063,5.9584933179999995,4.099669552,3.555444623,3.558034115,3.4226252560000003,3.018484658,2.103207086,2.519611806,,16600,0.466388949,0.823,,,,,
544,633,ISR,1997,MEN,49.30349524,,,,,100.0,,100.0,100.0,100,5.045864129,25.0,0.07,21771.83533,5.69790658,35100.0,382102.3567,10.3925375,9.670706452000001,9.587401632,9.535502692,8.864418073,7.452558031000001,6.605499631,6.2404782910000005,6.361527795,6.018188039,4.314058814,3.286128469,3.13626623,2.734904828,2.346076966,1.6603338680000002,1.793412688,,18010,0.48834197100000004,0.831,,,,,
545,634,ISR,1997,WOMEN,50.69650476,,,,,100.0,,100.0,100.0,100,5.045864129,25.0,0.07,21771.83533,5.69790658,35100.0,382102.3567,9.581092526,8.977799634,8.886416033,8.762913318999999,8.271074095,7.256012087999999,6.615135982999999,6.391177857000001,6.569251537,6.128655782,4.41023076,3.515098785,3.51173626,3.3957642,3.0187411689999997,2.163679274,2.545220697,,18010,0.464455539,0.831,,,,,
